ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
439,VOLKSWAGEN,2,14,South West,2,1896,2002,1353,138,0.073,0.33,0.025,,0.874651625
2671,FORD,1,96,London,1,1999,2016,1775,180,0.309,0.028,0.002,0.033,0.515053007
1976,FORD,2,96,North West,4,1997,2016,1672,129,0.198,0.027,,,0.059741287
1920,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.599597933
2353,BMW,1,14,London,1,1499,2016,1380,123,0.164,0.016,,0.041,0.870252984
2025,FORD,1,14,South West,5,998,2016,1171,99,0.355,0.041,0.001,0.067,0.67352759
444,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.928375852
2714,BMW,2,5,London,5,1995,2016,1485,104,0.101,0.019,,,0.173245387
3457,VOLKSWAGEN,2,14,South West,5,1968,2016,1373,109,0.1,0.07,,,0.17633752
3117,VOLKSWAGEN,1,14,North West,5,1395,2016,1271,116,0.154,0.029,,0.044,0.03312058
3086,VOLKSWAGEN,1,14,London,1,1984,2016,1505,159,0.609,0.047,,0.06,0.179362323
1948,FORD,1,14,London,5,1498,2016,1377,149,0.297,0.037,,0.034,0.144158176
1793,TOYOTA,8,6,North West,2,2494,2016,1815,118,0.267,0.009,,0.049,0.239746653
176,VAUXHALL,1,14,London,2,1199,2002,1455,154,0.211,0.031,,0.052,0.326672003
98,VAUXHALL,1,14,North West,4,1199,2002,1430,154,0.211,0.031,,0.052,0.243926175
613,VAUXHALL,1,14,London,2,1389,2002,1545,192,0.287,0.057,,0.065,0.367922041
160,FORD,2,6,North West,1,1753,2002,1755,145,0.109,0.489,,0.018,0.506696786
932,FORD,1,13,London,2,1299,2002,965,154,0.395,0.103,,0.061,0.026516601
1994,FORD,2,14,South West,1,1499,2016,1183,82,0.358,0.062,,,0.478389021
2461,FORD,2,6,South West,5,1499,2016,1425,98,0.354,0.074,,,0.942341563
2773,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.809081219
2224,FORD,2,96,South West,5,1499,2016,1461,105,0.419,0.043,,,0.622695561
2195,BMW,2,6,South West,1,1995,2016,1625,128,0.103,0.018,,,0.887597165
925,FORD,1,14,South West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.424549655
1600,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,99,0.167,0.069,,,0.751528685
3068,FORD,1,14,South West,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.321131794
2652,VAUXHALL,2,14,London,1,1956,2016,1664,147,0.078,0.062,,,0.745584122
3145,VOLKSWAGEN,1,14,North West,5,1395,2016,1316,113,0.242,0.033,,0.048,0.180572335
1247,FORD,2,14,South West,2,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.044315662
3055,BMW,1,5,North West,5,1998,2016,1615,127,0.151,0.025,,0.04,0.229106325
1248,TOYOTA,1,6,London,2,1998,2002,1460,211,0.61,0.04,,0.07,0.62884988
1900,TOYOTA,8,14,London,1,1798,2016,1470,76,0.131,0.016,,0.033,0.289437713
1013,BMW,1,5,London,1,3246,2002,1570,287,0.779,0.031,,0.125,0.078662012
2674,TOYOTA,8,6,London,1,1798,2016,1490,83,0.182,0.005,,0.036,0.741011751
2893,BMW,2,14,North West,5,1496,2016,1395,103,0.172,0.028,,,0.012966528
1553,FORD,1,13,South West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.617094054
3644,VOLKSWAGEN,1,14,South West,1,1197,2016,1107,107,0.157,0.039,,0.022,0.803204288
2527,BMW,2,14,South West,5,1496,2016,1395,94,0.172,0.028,,,0.255837014
2153,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,3.69974E-05
2798,VAUXHALL,1,13,North West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.000482206
1126,FORD,1,14,South West,4,1388,2002,1097,153,0.562,0.026,,0.08,0.544663965
3076,FORD,2,14,South West,5,1499,2016,1394,99,0.354,0.074,,,0.177951316
2968,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.656288639
1502,VAUXHALL,1,13,North West,1,999,2016,1163,115,0.367,0.024,0.002,0.035,0.467158703
1608,TOYOTA,8,6,South West,5,1798,2016,1520,92,0.182,0.005,,0.036,0.792337643
1816,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.993055504
1005,VAUXHALL,2,14,South West,1,1686,2002,1745,130,0.101,0.429,0.031,,0.286386962
2061,VOLKSWAGEN,1,14,London,1,1197,2016,1229,113,0.236,0.024,,0.026,0.688159827
743,VAUXHALL,1,14,South West,1,1598,2002,1660,171,0.695,0.019,,0.054,0.40401368
1283,TOYOTA,1,14,London,2,998,2002,0,137,0.43,0.03,,0.12,0.169259285
3214,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.20257969
1624,VOLKSWAGEN,2,96,North West,5,1968,2016,1554,136,0.136,0.036,,,0.89857986
363,FORD,1,14,North West,1,1596,2002,0,165,0.518,0.059,,,0.236561641
1978,FORD,1,14,South West,2,998,2016,1168,114,0.206,0.034,,0.05,0.440939158
2997,FORD,1,14,North West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.225709754
653,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.950580394
2696,FORD,1,14,London,1,999,2016,1333,108,0.447,0.03,0.002,0.076,0.634609878
3538,VOLKSWAGEN,1,13,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.155945068
3170,VOLKSWAGEN,1,14,North West,2,999,2016,1055,108,0.535,0.012,,0.039,0.838823013
1807,FORD,1,14,North West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.732808497
1946,BMW,2,13,South West,5,1496,2016,1395,89,0.119,0.037,,,0.894359993
3460,VOLKSWAGEN,2,6,South West,5,1968,2016,1590,110,0.299,0.068,,,0.188644757
270,BMW,2,2,South West,1,2926,2002,1700,189,0.075,0.436,,,0.707918185
385,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.392762483
2517,VAUXHALL,2,14,South West,5,1598,2016,1613,99,0.056,0.054,,,0.558868389
1993,FORD,2,14,London,2,1997,2016,1681,122,0.145,0.059,0.001,,0.126679692
3792,BMW,2,5,North West,1,2993,2016,1750,145,0.293,0.057,,,0.296211955
634,VAUXHALL,1,14,North West,4,1598,2002,1680,197,0.357,0.029,,0.044,0.066426628
2079,VOLKSWAGEN,2,6,London,5,1598,2016,1395,102,0.167,0.069,,,0.991279019
2590,FORD,2,14,South West,5,1499,2016,1553,94,0.407,0.07,,,0.70200992
142,BMW,1,4,London,4,2494,2002,1615,230,0.494,0.017,,0.079,0.931313591
2553,VAUXHALL,2,14,London,1,1598,2016,1364,119,0.015,0.019,,,0.997433576
2428,VAUXHALL,1,14,South West,1,1364,2016,1409,149,0.699,0.008,,0.044,0.984290719
3369,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.371830321
1270,FORD,2,14,South West,2,1753,2002,0,145,0.109,0.489,,0.018,0.48473519
3699,VOLKSWAGEN,1,14,South West,1,1984,2016,1373,139,0.341,0.056,,0.053,0.113995489
1482,FORD,2,14,London,5,1997,2016,1671,128,0.329,0.042,,,0.193446122
2443,BMW,2,14,South West,5,1496,2016,1395,106,0.172,0.028,,,0.111159129
1610,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.164967878
1124,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.147081816
578,VOLKSWAGEN,1,14,South West,1,1598,2002,1304,168,0.504,0.047,,0.083,0.54757653
3356,TOYOTA,8,14,South West,5,1798,2016,1470,76,0.131,0.016,,0.033,0.277276823
245,FORD,1,13,London,2,1299,2002,965,154,0.395,0.103,,0.061,0.971086074
3014,VOLKSWAGEN,1,14,North West,5,1395,2016,1247,120,0.158,0.034,,0.028,0.702902467
2887,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.944123479
1583,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.14772367
2042,VAUXHALL,1,14,London,2,1398,2016,1163,118,0.463,0.01,,0.031,0.956308512
3104,VAUXHALL,2,14,North West,1,1956,2016,1613,118,0.08,0.06,,,0.126440321
403,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.312029036
1306,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.872926924
347,VOLKSWAGEN,2,2,London,1,1896,2002,1492,146,0.137,0.42,0.03,,0.698577961
2331,BMW,2,6,South West,5,1995,2016,1810,123,0.144,0.031,,,0.667291547
198,FORD,1,96,London,2,2792,2002,1736,278,0.449,0.016,,0.061,0.429317135
1116,FORD,1,14,South West,1,1388,2002,1097,153,0.562,0.026,,0.08,0.791170453
2926,VAUXHALL,2,6,North West,5,1598,2016,1393,99,0.243,0.029,,,0.591065874
3762,VOLKSWAGEN,1,5,North West,1,1395,2016,1280,125,0.139,0.041,0.001,0.037,0.491055484
1484,FORD,2,14,South West,1,1997,2016,1773,135,0.217,0.078,,,0.269357604
2192,VAUXHALL,1,13,South West,1,1398,2016,1141,118,0.463,0.01,,0.031,0.589429269
1550,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.379177159
3166,VOLKSWAGEN,2,14,North West,4,1598,2016,1321,99,0.167,0.069,,,0.207160531
2403,FORD,2,96,London,5,1997,2016,1797,139,0.179,0.039,,,0.805599184
2711,BMW,8,2,South West,5,1998,2016,1735,45,0.082,0.006,,0.017,0.724642543
1162,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.852196309
3415,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.544157513
1105,TOYOTA,1,14,South West,4,1598,2002,1290,168,0.55,0.03,,0.06,0.757050677
1794,VAUXHALL,1,14,South West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.513558956
1345,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.193565043
2654,VAUXHALL,1,14,London,1,1364,2016,1394,145,0.593,0.011,,0.03,0.756001101
2242,BMW,1,5,London,1,2979,2016,1615,194,0.139,0.035,,0.035,0.566451599
1712,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.572712147
3180,VAUXHALL,2,14,North West,5,1598,2016,1396,109,0.32,0.024,,,0.130621979
1534,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.526614887
203,VOLKSWAGEN,1,14,London,2,1198,2002,1143,142,0.68,0.042,,0.03,0.559337801
2839,FORD,1,14,North West,1,998,2016,1177,99,0.355,0.041,0.001,0.067,0.01889446
1387,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.413507208
2048,TOYOTA,8,14,North West,1,1497,2016,1176,75,0.196,0.006,,0.043,0.776145595
2391,BMW,1,14,London,1,1499,2016,1380,126,0.164,0.016,,0.041,0.848713126
3698,VOLKSWAGEN,1,13,South West,1,1798,2016,1272,139,0.245,0.021,,0.05,0.654426314
686,FORD,1,13,North West,1,1388,2002,1150,158,0.662,0.052,,0.137,0.827712321
1164,VOLKSWAGEN,1,13,South West,2,1390,2002,1012,149,0.294,0.03,,0.067,0.308447936
3374,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.734729091
2978,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.556506214
2695,BMW,1,5,London,2,1998,2016,1615,134,0.151,0.025,,0.04,0.650645999
224,FORD,1,14,London,1,1988,2002,1251,222,0.698,0.058,,0.056,0.044825982
943,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.994405516
168,TOYOTA,1,14,North West,2,998,2002,1050,137,0.43,0.03,,0.12,0.721390835
593,BMW,1,2,London,1,2171,2002,1500,226,0.498,0.014,,0.105,0.830952458
3009,VOLKSWAGEN,1,13,South West,5,1798,2016,1272,139,0.245,0.021,,0.05,0.73885142
228,FORD,1,14,London,1,1596,2002,1189,192,0.518,0.059,,0.115,0.084110741
1067,VAUXHALL,1,14,South West,2,1796,2002,1700,190,0.627,0.008,,0.035,0.72989889
1331,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.569246422
532,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.730537614
316,VAUXHALL,1,14,South West,1,1389,2002,1660,173,0.247,0.023,,0.094,0.298782215
3201,VOLKSWAGEN,1,14,North West,5,1395,2016,1280,112,0.252,0.04,,0.055,0.800293647
1047,VOLKSWAGEN,2,14,London,1,1896,2002,1406,146,0.177,0.363,0.024,,0.359537509
728,FORD,1,14,London,1,1388,2002,1163,158,0.662,0.052,,0.137,0.618906746
1715,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.290111073
3667,VOLKSWAGEN,1,14,South West,2,1197,2016,1139,109,0.199,0.018,,0.035,0.286051673
3511,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.421121987
760,VOLKSWAGEN,1,14,London,2,1781,2002,1363,190,0.667,0.03,,0.054,0.82259871
318,VAUXHALL,1,6,South West,4,1598,2002,1740,172,0.219,0.026,,0.037,0.993761369
1481,FORD,2,14,North West,2,1997,2016,1681,122,0.145,0.059,0.001,,0.513213681
2210,VOLKSWAGEN,2,96,London,5,1968,2016,1492,133,0.136,0.036,,,0.679847192
3396,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,106,0.137,0.067,,,0.624729196
736,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.079333964
3085,BMW,2,5,North West,5,1995,2016,1690,126,0.128,0.023,,,0.747792265
1287,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.61736783
3671,VAUXHALL,1,13,South West,1,1229,2016,1086,125,0.474,0.013,,0.038,0.738641693
127,FORD,2,96,South West,1,1896,2002,1736,173,0.463,0.387,0.035,,0.166548098
1709,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.681682418
495,FORD,1,14,North West,2,1242,2002,1017,161,0.296,0.061,,0.054,0.974746748
1379,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.568954856
3695,VOLKSWAGEN,2,14,South West,5,1968,2016,1429,127,0.067,0.07,,,0.062152485
2022,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.371704085
3491,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.43722197
2258,VAUXHALL,2,14,South West,5,1248,2016,1225,87,0.141,0.063,,,0.994081814
1414,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.189209981
2745,VAUXHALL,2,14,South West,5,1956,2016,1613,118,0.08,0.06,,,0.139981383
1485,BMW,2,14,South West,5,1995,2016,1480,115,0.205,0.034,,,0.517990792
1931,FORD,2,14,South West,5,1997,2016,1773,135,0.217,0.078,,,0.438257308
833,VOLKSWAGEN,2,14,North West,2,1896,2002,0,140,0.081,,,,0.1720731
1142,VAUXHALL,1,6,South West,2,1199,2002,1340,156,0.348,0.032,,0.055,0.917185771
1439,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.831773165
1987,FORD,2,6,South West,2,1997,2016,1532,115,0.145,0.052,,,0.311282029
3226,VAUXHALL,2,96,North West,5,1598,2016,1701,109,0.295,0.053,,,0.919481874
1215,FORD,1,14,South West,1,1388,2002,1097,158,0.562,0.026,,0.08,0.617609401
1114,FORD,1,13,South West,1,1242,2002,989,161,0.296,0.061,,0.054,0.311994713
2456,FORD,2,96,London,5,1997,2016,1833,134,0.305,0.054,,,0.358555586
2182,VAUXHALL,1,14,South West,2,1398,2016,1199,137,0.645,0.008,,0.044,0.337325968
2420,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.065431112
3254,VAUXHALL,1,14,North West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.153493772
2384,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.533174026
3567,VOLKSWAGEN,1,14,South West,4,1197,2016,1107,107,0.157,0.039,,0.022,0.15961347
2026,FORD,2,13,South West,5,1499,2016,1159,94,0.351,0.051,,,0.312768934
2392,FORD,1,14,London,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.012640421
2593,BMW,1,4,London,1,1499,2016,1590,134,0.215,0.01,,0.037,0.024974092
96,VAUXHALL,1,14,South West,1,1199,2002,1455,149,0.253,0.029,,0.054,0.450763877
3018,VAUXHALL,1,13,North West,2,1229,2016,1086,125,0.474,0.013,,0.038,0.660242317
2987,FORD,1,13,North West,2,998,2016,1170,99,0.355,0.041,0.001,0.067,0.489456514
1221,VAUXHALL,1,14,North West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.997552521
3159,VAUXHALL,2,14,North West,5,1598,2016,1449,109,0.209,0.046,,,0.324383392
2544,TOYOTA,1,2,London,5,1798,2016,1485,138,0.263,0.013,,0.044,0.004333082
239,FORD,1,14,London,1,1388,2002,1097,153,0.562,0.026,,0.08,0.429390102
1302,FORD,1,14,London,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.726398405
1260,VAUXHALL,1,14,South West,2,1199,2002,1455,149,0.253,0.029,,0.054,0.089414664
3780,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,106,0.137,0.067,,,0.756718494
379,VOLKSWAGEN,1,14,London,1,1598,2002,1276,166,0.259,0.043,,0.056,0.671554133
676,VOLKSWAGEN,2,6,North West,1,1896,2002,1574,154,0.151,0.382,0.023,,0.537727446
1158,VAUXHALL,1,96,South West,1,1598,2002,1970,190,0.219,0.026,,0.037,0.704702999
3509,VAUXHALL,1,14,South West,1,1598,2016,1355,159,0.809,0.012,,0.051,0.303942201
2245,BMW,2,5,London,1,2993,2016,2180,165,0.161,0.057,,,0.729533278
63,VOLKSWAGEN,1,13,London,1,1198,2002,1103,142,0.68,0.042,,0.03,0.287393252
3487,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.314589639
1894,VOLKSWAGEN,1,14,South West,1,999,2016,1232,99,0.312,0.034,,0.052,0.211932124
111,TOYOTA,1,13,North West,2,998,2002,1040,137,0.43,0.03,,0.12,0.856154862
2171,FORD,2,6,South West,5,1499,2016,1575,99,0.407,0.07,,,0.752539005
3373,VOLKSWAGEN,2,96,South West,5,1968,2016,1554,136,0.136,0.036,,,0.072197681
3594,BMW,2,2,South West,5,1995,2016,1705,119,0.144,0.031,,,0.786201896
3204,VAUXHALL,2,6,North West,5,1598,2016,1701,129,0.013,0.033,,,0.957446127
74,VOLKSWAGEN,2,14,South West,2,1896,2002,1353,138,0.073,0.33,0.025,,0.117140413
453,FORD,1,6,South West,1,1796,2002,1238,184,0.895,0.043,,0.091,0.235133865
2257,FORD,1,14,South West,5,998,2016,1364,125,0.428,0.037,0.001,0.053,0.863698395
2396,TOYOTA,1,14,London,4,1329,2016,1123,114,0.348,0.007,,0.043,0.952153985
2656,BMW,2,2,London,4,1995,2016,1525,116,0.128,0.023,,,0.833994042
794,VOLKSWAGEN,1,13,North West,2,999,2002,983,139,0.209,0.025,,0.071,0.485880794
1636,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.769315818
2534,VOLKSWAGEN,2,5,London,2,1968,2016,1418,125,0.217,0.031,,,0.144721169
3582,BMW,2,5,North West,5,1995,2016,1635,125,0.128,0.023,,,0.848971965
319,VAUXHALL,1,14,London,1,1199,2002,1455,154,0.211,0.031,,0.052,0.757752907
3008,BMW,2,2,South West,5,1995,2016,1690,114,0.332,0.054,,,0.580560204
2208,VOLKSWAGEN,1,4,South West,2,1197,2016,1421,124,0.181,0.016,,0.027,0.228039817
2879,VOLKSWAGEN,1,14,North West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.996645355
1497,BMW,2,2,South West,5,1995,2016,1705,119,0.144,0.031,,,0.083031643
2498,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.305038831
3280,VAUXHALL,2,96,North West,5,1598,2016,1701,109,0.295,0.053,,,0.715584988
256,TOYOTA,1,6,London,2,2362,2002,1670,259,1.02,0.02,,,0.192964607
2741,FORD,2,96,North West,5,1997,2016,1816,129,0.239,0.048,,,0.095194867
2404,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.383926447
2611,VAUXHALL,1,14,North West,1,1398,2016,1163,120,0.463,0.01,,0.031,0.673811314
878,VOLKSWAGEN,2,3,London,1,1896,2002,0,138,0.073,,,,0.518893432
1220,VOLKSWAGEN,2,14,North West,1,1896,2002,0,140,0.081,,,,0.5994254
2352,BMW,2,14,London,5,1496,2016,1395,106,0.172,0.028,,,0.160549092
3668,VOLKSWAGEN,2,2,South West,2,1968,2016,1505,107,0.299,0.068,,,0.093059441
1845,BMW,1,5,London,2,1499,2016,1415,130,0.164,0.016,,0.041,0.478586934
3819,VAUXHALL,2,96,South West,5,1598,2016,2147,170,0.315,0.247,0.001,,0.878027538
3040,VOLKSWAGEN,2,96,North West,1,1968,2016,1822,130,0.158,0.04,,,0.743897909
153,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.167243003
272,TOYOTA,1,14,London,1,1598,2002,1325,190,0.45,0.02,,0.05,0.985357629
222,VAUXHALL,1,14,South West,1,1598,2002,1670,171,0.219,0.026,,0.037,0.273549114
679,VOLKSWAGEN,1,13,North West,1,1198,2002,1104,142,0.68,0.042,,0.03,0.909887455
614,FORD,1,13,London,2,1299,2002,1006,171,0.66,0.095,,0.11,0.246392845
62,FORD,1,14,London,2,1596,2002,1167,165,0.518,0.059,,0.115,0.957320863
1771,FORD,1,13,North West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.626986249
948,FORD,1,14,South West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.026489239
697,VOLKSWAGEN,1,14,North West,2,1198,2002,1132,142,0.68,0.042,,0.03,0.591484989
3195,VOLKSWAGEN,2,96,North West,5,1968,2016,1615,125,0.106,0.039,,,0.840009327
654,VAUXHALL,1,14,North West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.804777974
3160,VAUXHALL,1,14,North West,2,999,2016,1037,104,0.367,0.004,,0.026,0.807009981
2562,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.920884818
2454,FORD,1,14,London,5,1498,2016,1377,149,0.297,0.037,,0.034,0.561078242
1703,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.51059736
334,FORD,1,14,London,2,1388,2002,1105,158,0.644,0.048,,0.064,0.32624923
3746,VAUXHALL,2,13,South West,5,1248,2016,1199,87,0.141,0.063,,,0.615798108
2054,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.313786966
343,FORD,2,14,South West,2,1399,2002,1166,121,0.154,0.423,0.036,,0.738206028
1882,VAUXHALL,1,96,South West,5,1364,2016,1393,139,0.461,0.013,,0.031,0.683242855
126,VAUXHALL,1,13,North West,1,1199,2002,1430,149,0.253,0.029,,0.054,0.578117484
1171,TOYOTA,1,14,South West,2,998,2002,1050,137,0.43,0.03,,0.12,0.026664466
3242,VOLKSWAGEN,2,14,North West,5,1968,2016,1394,119,0.079,0.063,,,0.573084893
3029,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.743989091
1792,VAUXHALL,1,14,North West,2,1598,2016,1355,159,0.809,0.012,,0.051,0.376238202
3120,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.547964331
3549,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.710943429
1339,BMW,8,6,London,1,1997,2016,2305,78,0.185,0.015,,0.014,0.85357478
2797,FORD,1,14,South West,5,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.9706478
1719,VOLKSWAGEN,1,14,North West,2,999,2016,929,105,0.457,0.013,,0.039,0.081566768
494,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.26793676
3405,VOLKSWAGEN,2,5,North West,1,1968,2016,1375,109,0.212,0.049,,,0.428718725
333,FORD,1,14,South West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.977641956
2623,FORD,1,14,North West,2,998,2016,1168,114,0.206,0.034,,0.05,0.430497196
732,BMW,2,6,South West,1,1995,2002,1580,153,0.101,0.377,0.037,,0.02094655
2488,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.122564015
3013,VOLKSWAGEN,1,14,North West,2,999,2016,932,103,0.522,0.018,,0.045,0.90459602
102,TOYOTA,1,5,North West,1,1794,2002,1260,185,1.22,0.03,,0.13,0.018802177
1685,VOLKSWAGEN,1,13,North West,2,1197,2016,1316,125,0.2,0.02,,0.025,0.253656695
1901,VAUXHALL,1,14,London,5,1364,2016,1394,145,0.593,0.011,,0.03,0.094976992
2694,VOLKSWAGEN,1,96,London,1,1395,2016,1482,133,0.183,0.029,,0.049,0.174712814
543,VOLKSWAGEN,1,13,London,4,1390,2002,1143,154,0.252,0.04,,0.065,0.797602958
1567,BMW,2,2,London,2,1995,2016,1505,116,0.274,0.032,,,0.556259195
1036,VAUXHALL,1,13,North West,2,1199,2002,1430,154,0.211,0.031,,0.052,0.652694157
3620,BMW,2,2,South West,4,1995,2016,1525,116,0.128,0.023,,,0.531825938
2227,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.438670966
2162,VOLKSWAGEN,1,14,South West,1,1798,2016,1272,139,0.245,0.021,,0.05,0.19710158
466,VAUXHALL,1,6,South West,1,1598,2002,1730,175,0.695,0.019,,0.054,0.412189306
3379,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.270225909
2125,BMW,2,14,South West,5,1995,2016,1425,114,0.248,0.028,,,0.835690763
2477,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.027238724
951,BMW,2,2,South West,1,2497,2002,1680,216,0.173,0.433,0.046,,0.447081674
2712,BMW,2,14,South West,5,1995,2016,1450,110,0.169,0.029,,,0.903714429
3338,BMW,8,6,South West,5,1997,2016,2305,78,0.185,0.015,,0.014,0.432979125
1118,TOYOTA,2,14,South West,1,1995,2002,1415,153,0.24,0.45,0.034,,0.252955481
326,TOYOTA,2,6,South West,1,1995,2002,1560,190,0.08,0.44,0.036,,0.802453127
1903,VOLKSWAGEN,1,13,London,1,1197,2016,1139,109,0.199,0.018,,0.035,0.631175233
2913,FORD,1,5,North West,1,4951,2016,1799,299,0.621,0.018,,0.046,0.304955961
706,FORD,1,13,North West,1,1299,2002,965,154,0.395,0.103,,0.061,0.141332104
